Event id;Event start date;Event stop date;Venue name;Event name;Venue address;Venue city;Venue state;Postal code;Latitude;Longitude;Cancelled
E0-001-092462740-7;2018-04-25 18:00:00;;Wellmont Theatre;Eat Drink New Jersey;5 Seymour Street;Montclair;NJ;07042;40.8126460;-74.2167000;
E0-001-090448819-2;2018-03-31 19:30:00;;B.B. King Blues Club and Grill;Southside Johnny & the Asbury Jukes;237 W 42nd Street;New York;NY;10036;40.7566714;-73.9884173;
E0-001-090248676-5;2018-03-02 20:00:00;;Music Hall of Williamsburg;Tiga (Live);66 N Sixth Street;Brooklyn;NY;11211;40.7192879;-73.9617084;
E0-001-089859608-6;2018-02-10 20:00:00;;The Tralf;The Felice Brothers;622 Main St;Buffalo;NY;14202;42.8910934;-78.8732027;
E0-001-089082871-2;2017-11-16 00:00:00;2017-11-19 00:00:00;Boston Convention & Exhibition Center;American Schools of Oriental Research;415 Summer Street;Boston;MA;02210;42.3471335;-71.0440874;
E0-001-086329448-7;2017-09-02 20:00:00;;Mid-Hudson Civic Center - Mair Hall;10-4 Comedy Tour;14 Civic Center Plaza;Poughkeepsie;NY;;41.7049639;-73.9293560;
E0-001-092132075-2@2017080819;2017-08-08 19:30:00;;Boston Opera House;Finding Neverland Boston;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-091824905-9;2017-07-08 19:00:00;;House of Blues - Boston;Workshop;15 Lansdowne Street;Boston;MA;02215;42.3471841;-71.0957036;
E0-001-092829744-4@2017061319;2017-06-13 19:30:00;;Shubert Theater;Motown - The Musical;247 College Street;New Haven;CT;06510;41.3065907;-72.9291377;
E0-001-093188301-0@2017061113;2017-06-11 13:00:00;;Boston Opera House;Wicked;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-089932436-1;2017-06-10 22:00:00;;Wilbur Theatre;Kevin Smith;246 Tremont Street;Boston;MA;02116;42.3507536;-71.0647817;
E0-001-092132067-3@2017060719;2017-06-07 19:30:00;;Boston Opera House;Wicked Boston;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092360553-2;2017-06-07 00:00:00;2017-07-23 00:00:00;Boston Opera House;Wicked;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092751211-5;2017-06-02 03:00:00;;New Jersey Performing Arts Center;Mercer Final Performance;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
E0-001-093207801-3@2017053019;2017-05-30 19:30:00;;Boston Opera House;Mamma Mia!;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092751208-1;2017-05-26 19:00:00;;New Jersey Performing Arts Center;Hispanic Youth Showcase;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
E0-001-093074309-8;2017-05-20 12:30:00;;Portsmouth Music Hall;Der Rosenkavalier (R. Strauss);28 Chestnut Street;Portsmouth;NH;03801;43.0757507;-70.7595661;
E0-001-092118645-9@2017051719;2017-05-17 19:30:00;;Sheas Performing Arts Center;Wicked;646 Main Street;Buffalo;NY;14202;42.8916919;-78.8732989;
E0-001-078924897-7;2017-05-15 00:00:00;2017-05-18 00:00:00;Harrah's Atlantic City;Eastern Coatings Show;777 Harrah South Boulevard;Atlantic City;NJ;08401;39.38420633796893;-74.4283139970978;
E0-001-091871553-4;2017-05-07 15:00:00;;The New England Conservatory of Music;Boston Symphony Chamber Players at Jordan Hall - with Leif Ove Andsnes, piano - ALL-RUSSIAN PROGRAM - Stravinsky, Gubaidulina, Weinberg and Shostakovich;290 Huntington Avenue;Boston;MA;02115;42.341264;-71.086529;
E0-001-091871498-8;2017-05-06 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Shostakovich, Rachmaninoff and Mahler featuring pianist Leif Ove Andsnes and soprano Kristine Opolais;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-089050041-8;2017-05-06 19:00:00;;The Gramercy Theatre (The Blender Theatre);Russell Howard;127 East 23rd Street;New York;NY;10010;40.7399;-73.984911;
E0-001-091871482-7;2017-05-05 13:30:00;;Boston Symphony Hall;Andris Nelsons conducts Shostakovich, Rachmaninoff and Mahler featuring pianist Leif Ove Andsnes and soprano Kristine Opolais;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092360537-4;2017-05-05 00:00:00;2017-05-27 00:00:00;Boston Opera House;The Cconcert;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-091871474-8;2017-05-04 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Shostakovich, Rachmaninoff and Mahler featuring pianist Leif Ove Andsnes and soprano Kristine Opolais;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091871468-7;2017-05-04 10:30:00;;Boston Symphony Hall;Open Rehearsal - Shostakovich, Rachmaninoff and Mahler;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-079663700-9;2017-05-03 00:00:00;2017-05-04 00:00:00;Boston Convention & Exhibition Center;Embedded Systems Conference;415 Summer Street;Boston;MA;02210;42.3471335;-71.0440874;
E0-001-091871455-3;2017-05-02 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Tchaikovsky, Takemitsu and Shostakovich featuring violinist Anne-Sophie Mutter;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092545745-2@2017050219;2017-05-02 19:30:00;;Rochester Auditorium Theatre;Cabaret;885 E Main St.;Rochester;NY;14605;43.1602460;-77.5884190;
E0-001-091871446-5;2017-04-29 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Tchaikovsky, Takemitsu and Shostakovich featuring violinist Anne-Sophie Mutter;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091871534-9;2017-04-29 12:00:00;;Boston Symphony Hall;BSO Family Concert Series - Boston Youth Symphony Orchestras (BYSO) - Presto change-o!;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092830600-7@2017042820;2017-04-28 20:00:00;;Shubert Theater;Rent;247 College Street;New Haven;CT;06510;41.3065907;-72.9291377;
E0-001-093028382-4;2017-04-28 20:00:00;;Sheas Performing Arts Center;Cabaret;646 Main Street;Buffalo;NY;14202;42.8916919;-78.8732989;
E0-001-091871434-0;2017-04-28 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Tchaikovsky, Takemitsu and Shostakovich featuring violinist Anne-Sophie Mutter;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092360532-9;2017-04-28 00:00:00;2017-05-26 00:00:00;Boston Opera House;Sleeping Beauty;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-091871419-1;2017-04-27 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Tchaikovsky, Takemitsu and Shostakovich featuring violinist Anne-Sophie Mutter;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092119394-5@2017042519;2017-04-25 19:30:00;;Sheas Performing Arts Center;Cabaret;646 Main Street;Buffalo;NY;14202;42.8916919;-78.8732989;
E0-001-093110245-6@2017042314;2017-04-23 14:30:00;;Merrill Auditorium;Beethoven’s Ninth;20 Myrtle St.;Portland;ME;04102;43.6595309;-70.2570697;
E0-001-091871395-2;2017-04-22 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts an All-Mozart Program featuring pianist Radu Lupu, vocal soloists, and chorus;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-093074313-1;2017-04-22 13:00:00;;Portsmouth Music Hall;Eugene Onegin (Tchaikovsky);28 Chestnut Street;Portsmouth;NH;03801;43.0757507;-70.7595661;
E0-001-093062508-4;2017-04-22 13:00:00;;Vassar College;Baseball (M) vs. Bard College;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-093062514-5;2017-04-22 08:00:00;;Vassar College;Track (M/W) vs. Liberty League Championships;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-092860728-9;2017-04-21 20:00:00;;Boston Symphony Hall;Yo-Yo Ma;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091871409-4;2017-04-21 13:30:00;;Boston Symphony Hall;Andris Nelsons conducts an All-Mozart Program featuring pianist Radu Lupu, vocal soloists, and chorus;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092038934-1;2017-04-20 20:00:00;;New Jersey Performing Arts Center;Jon Meacham - New Jersey Speakers Series;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
E0-001-091871388-2;2017-04-20 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts an All-Mozart Program featuring pianist Radu Lupu, vocal soloists, and chorus;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091871381-9;2017-04-20 10:30:00;;Boston Symphony Hall;Open Rehearsal - All-Mozart Program;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-093311404-8@2017041819;2017-04-18 19:30:00;;Boston Opera House;The King And I;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-091871351-8;2017-04-15 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Mozart and Bruckner feauturing pianist Mitsuko Uchida;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091871360-6;2017-04-14 13:30:00;;Boston Symphony Hall;Andris Nelsons conducts Mozart and Bruckner feauturing pianist Mitsuko Uchida;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092917794-3;2017-04-14 13:00:00;;Vassar College;BASEBALL (M) VS RENSSELAER POLYTECHNIC INSTITUTE;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-091871341-1;2017-04-13 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Mozart and Bruckner feauturing pianist Mitsuko Uchida;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092832668-5@2017041119;2017-04-11 19:30:00;;Boston Opera House;Rodgers & Hammerstein's The King and I;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092132072-5@2017041119;2017-04-11 19:30:00;;Boston Opera House;The King And I Boston;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-091764414-1@2017041119;2017-04-11 19:00:00;;Citi Performing Arts Center Wang Theatre;Rent;270 Tremont Street;Boston;MA;02116;42.3505119;-71.0649715;
E0-001-092360549-9;2017-04-11 00:00:00;2017-04-23 00:00:00;Boston Opera House;The King and I;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092917791-6;2017-04-09 12:00:00;;Vassar College;BASEBALL (M) VS UNION COLLEGE;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-091943380-4;2017-04-08 19:30:00;;Palace Theatre;Albany Symphony: Beethoven's 9th;19 Clinton Avenue;Albany;NY;12207;42.6545110;-73.7501750;
E0-001-091871544-6;2017-04-08 12:00:00;;Boston Symphony Hall;"BSO Family Concert Series - Boston Symphony Orchestra - ""Common Courtesy: Minding Our Musical Manners""";301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091871530-3;2017-04-08 10:00:00;;Boston Symphony Hall;"BSO Family Concert Series - Boston Symphony Orchestra - ""Common Courtesy: Minding Our Musical Manners""";301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-086418964-1;2017-04-08 00:00:00;2017-04-12 00:00:00;Carnegie Hall;New York International Music Festival;881 Seventh Avenue;New York;NY;10019;40.765016;-73.9799;
E0-001-092818518-5@2017040720;2017-04-07 20:00:00;;Shubert Theater;Dirty Dancing;247 College Street;New Haven;CT;06510;41.3065907;-72.9291377;
E0-001-092644269-7;2017-04-06 13:00:00;;Foxwoods Resort Casino;Test;350 Trolley Line Boulevard;Ledyard;CT;06339;41.47456670220241;-71.95928919203493;
E0-001-075835196-7;2017-04-05 00:00:00;2017-04-06 00:00:00;DCU Center (FKA Worcester Centrum);Newwa Spring Conference & Exhibition;50 Foster Street;Worcester;MA;01608;42.2660513;-71.7985725;
E0-001-092132074-3@2017040419;2017-04-04 19:00:00;;Boston Opera House;The Illusionists Boston;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092360545-3;2017-04-04 00:00:00;2017-04-09 00:00:00;Boston Opera House;The Illusionists;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-091108152-6;2017-04-02 19:00:00;;New Jersey Performing Arts Center;Munich Philharmonic;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
E0-001-091871552-5;2017-04-02 15:00:00;;The New England Conservatory of Music;Boston Symphony Chamber Players at Jordan Hall - with Elizabeth Fischborn, soprano - Jolivet, Lerdahl, Prokofiev, Crozier and Brahms ;290 Huntington Avenue;Boston;MA;02115;42.341264;-71.086529;
E0-001-091871336-9;2017-04-01 20:00:00;;Boston Symphony Hall;Alain Altinoglu conducts Berlioz, Lalo, Dutilleux and Roussel featuring violinist Renaud Capuçon;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091871335-0;2017-03-31 20:00:00;;Boston Symphony Hall;Casual Fridays - Berlioz, Lalo and Roussel;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-083205248-9;2017-03-31 19:00:00;;Irving Plaza;INDO OUT PART III Featuring NOAH with HeavenH3ll opening;17 Irving Place;New York;NY;10003;40.7349170;-73.9884469;
E1-001-075871946-2;2017-03-31 00:00:00;2017-04-02 00:00:00;XL Center;Spring Home Show;1 Civic Center Plz;Hartford;CT;6103;41.7764873;-72.681063;Cancelled
E0-001-075871946-2;2017-03-31 00:00:00;2017-04-02 00:00:00;XL Center;Spring Home Show;1 Civic Center Plz;Hartford;CT;06103;41.7764873;-72.6810630;
E0-001-075879101-3;2017-03-31 00:00:00;2017-04-02 00:00:00;Tsongas Center at UMass Lowell;Suburban Boston Spring Home Show - Lowell;300 Martin Luther King Jr Way;Lowell;MA;01852;42.6497703;-71.3132218;
E0-001-091871334-1;2017-03-30 20:00:00;;Boston Symphony Hall;Alain Altinoglu conducts Berlioz, Lalo, Dutilleux and Roussel featuring violinist Renaud Capuçon;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092544060-1@2017032919;2017-03-29 19:30:00;;Rochester Auditorium Theatre;Wicked;885 E Main St.;Rochester;NY;14605;43.1602460;-77.5884190;
E0-001-092119318-5@2017032819;2017-03-28 19:30:00;;Sheas Performing Arts Center;Sound Of Music;646 Main Street;Buffalo;NY;14202;42.8916919;-78.8732989;
E0-001-092200138-6;2017-03-26 20:00:00;;B.B. King Blues Club and Grill;THE RED HOT CHILLI PIPERS;237 W 42nd Street;New York;NY;10036;40.7566714;-73.9884173;
E0-001-093074316-8;2017-03-26 13:00:00;;Portsmouth Music Hall;Idomeneo (Mozart);28 Chestnut Street;Portsmouth;NH;03801;43.0757507;-70.7595661;
E0-001-091871331-4;2017-03-25 20:00:00;;Boston Symphony Hall;François-Xavier Roth conducts Berlioz, Pintscher and Beethoven featuring cellist Alisa Weilerstein;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091825157-7;2017-03-25 14:00:00;;Webster Hall;Spring Theater Production;125 East Eleventh Street;New York;NY;10003;40.7317679;-73.9892102;
E0-001-077961071-3;2017-03-25 00:00:00;2017-03-26 00:00:00;Rochester Riverside Convention Center;Rochester Home And Garden Show;123 East Main St.;Rochester;NY;;43.1557570;-77.6091680;
E0-001-091871332-3;2017-03-24 13:30:00;;Boston Symphony Hall;François-Xavier Roth conducts Berlioz, Pintscher and Beethoven featuring cellist Alisa Weilerstein;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092038941-1;2017-03-23 20:00:00;;New Jersey Performing Arts Center;Ted Koppel - New Jersey Speakers Series;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
E0-001-091871329-9;2017-03-23 20:00:00;;Boston Symphony Hall;François-Xavier Roth conducts Berlioz, Pintscher and Beethoven featuring cellist Alisa Weilerstein;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-093317807-3@2017032311;2017-03-23 11:00:00;;The Theater At Madison Square Garden;PAW Patrol Live!: Race to the Rescue;Seventh Avenue and 32nd Street;New York;NY;10001;40.7497062;-73.9916006;
E0-001-091871327-1;2017-03-23 10:30:00;;Boston Symphony Hall;Open Rehearsal - Berlioz, Pintscher and Beethoven;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092360555-0;2017-03-23 00:00:00;2017-04-03 00:00:00;Boston Opera House;Wings of Wax;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-091871326-2;2017-03-21 20:00:00;;Boston Symphony Hall;Bernard Haitink conducts Haydn, Debussy and Beethoven;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092373405-6;2017-03-19 12:00:00;;Vassar College;BASEBALL (M) VS UNIVERSITY OF ROCHESTER;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-075833890-2;2017-03-19 00:00:00;2017-03-21 00:00:00;Boston Convention & Exhibition Center;International Boston Seafood Show;415 Summer Street;Boston;MA;02210;42.3471335;-71.0440874;
E0-001-075871898-6;2017-03-19 00:00:00;2017-03-21 00:00:00;Boston Convention & Exhibition Center;Seafood Processing America;415 Summer Street;Boston;MA;02210;42.3471335;-71.0440874;
E0-001-092842298-9;2017-03-18 20:00:00;;Lincoln Center - David Geffen Hall (Formerly Avery Fisher Hall);Yo-Yo Ma;10 Lincoln Square;New York;NY;10023;40.77280625284823;-73.98304584921266;
E0-001-091871325-3;2017-03-18 20:00:00;;Boston Symphony Hall;Bernard Haitink conducts Haydn, Debussy and Beethoven;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092480178-0;2017-03-18 18:00:00;;First Niagara Center;2017 NCAA Tournament Buffalo - Session 3;One Seymour H Knox III Plaza;Buffalo;NY;14203;42.8749515;-78.8760463;
E0-001-092497597-9;2017-03-18 18:00:00;;First Niagara Center;NCAA Mens Basketball Tournament;One Seymour H Knox III Plaza;Buffalo;NY;14203;42.8749515;-78.8760463;
E0-001-092200153-5;2017-03-18 13:00:00;;Vassar College;BASEBALL (M) VS UNIVERSITY OF ROCHESTER;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-092842296-1;2017-03-17 20:00:00;;Lincoln Center - David Geffen Hall (Formerly Avery Fisher Hall);Yo-Yo Ma;10 Lincoln Square;New York;NY;10023;40.77280625284823;-73.98304584921266;
E0-001-091871320-8;2017-03-17 20:00:00;;Boston Symphony Hall;Bernard Haitink conducts Haydn, Debussy and Beethoven;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-091759792-2;2017-03-17 19:30:00;;Count Basie Theatre;An Evening with Sophia Loren;99 Monmouth Street;Red Bank;NJ;07701;40.3488950;-74.0701980;
E0-001-091871315-6;2017-03-16 20:00:00;;Boston Symphony Hall;Bernard Haitink conducts Haydn, Debussy and Beethoven;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092842292-5;2017-03-16 19:30:00;;Lincoln Center - David Geffen Hall (Formerly Avery Fisher Hall);Yo-Yo Ma;10 Lincoln Square;New York;NY;10023;40.77280625284823;-73.98304584921266;
E0-001-092480177-1;2017-03-16 18:00:00;;First Niagara Center;2017 NCAA Tournament Buffalo - Session 2;One Seymour H Knox III Plaza;Buffalo;NY;14203;42.8749515;-78.8760463;
E0-001-092497596-0;2017-03-16 18:00:00;;First Niagara Center;NCAA Mens Basketball Tournament;One Seymour H Knox III Plaza;Buffalo;NY;14203;42.8749515;-78.8760463;
E0-001-093024099-9@2017031612;2017-03-16 12:00:00;;First Niagara Center;NCAA Men's Basketball Tournament Rounds 1&2 - All Session;One Seymour H Knox III Plaza;Buffalo;NY;14203;42.8749515;-78.8760463;
E0-001-092480175-3;2017-03-16 11:59:00;;First Niagara Center;2017 NCAA Tournament Buffalo - All Sessions (March 16, 18 - Includes All 3 Sessions);One Seymour H Knox III Plaza;Buffalo;NY;14203;42.8749515;-78.8760463;
E0-001-092840299-4;2017-03-15 19:30:00;;Lincoln Center - David Geffen Hall (Formerly Avery Fisher Hall);Yo-Yo Ma;10 Lincoln Square;New York;NY;10023;40.77280625284823;-73.98304584921266;
E0-001-080085215-2;2017-03-14 19:00:00;;The Gramercy Theatre (The Blender Theatre);Meytal Cohen plus special guests;127 East 23rd Street;New York;NY;10010;40.7399;-73.984911;
E0-001-092160474-2;2017-03-11 20:30:00;;Barclays Center;ACC Mens Basketball Tournament: Session 6 - Championship Game;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-092957766-6;2017-03-11 20:30:00;;Barclays Center;2017 ACC Basketball Tournament - Session 6;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-091871309-5;2017-03-11 20:00:00;;Boston Symphony Hall;Sakari Oramo conducts Sibelius and Busoni featuring pianist Kirill Gerstein;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-093074325-6;2017-03-11 13:00:00;;Portsmouth Music Hall;La Traviata (Verdi);28 Chestnut Street;Portsmouth;NH;03801;43.0757507;-70.7595661;
E0-001-092059089-5;2017-03-11 11:00:00;;Vassar College;Volleyball (M) vs. Nazareth College & New York University;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-092583961-0;2017-03-11 00:00:00;2017-03-15 00:00:00;Carnegie Hall;New York Wind Band Festival;881 Seventh Avenue;New York;NY;10019;40.765016;-73.9799;
E0-001-092160473-3;2017-03-10 19:00:00;;Barclays Center;ACC Mens Basketball Tournament: Session 5;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-091871513-6;2017-03-10 13:30:00;;Boston Symphony Hall;Sakari Oramo conducts Sibelius and Busoni featuring pianist Kirill Gerstein;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-093310457-3;2017-03-09 19:30:00;;Boston Opera House;The Curious Incident of the Dog in the Night-Time;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092160472-4;2017-03-09 19:00:00;;Barclays Center;ACC Mens Basketball Tournament: Session 4;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-092160471-5;2017-03-09 12:00:00;;Barclays Center;ACC Mens Basketball Tournament: Session 3;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-092644504-7;2017-03-08 19:00:00;;Barclays Center;ACC Mens Basketball Tournament;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-092957762-0;2017-03-08 19:00:00;;Barclays Center;2017 ACC Basketball Tournament - Session 2;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-092160468-1;2017-03-08 12:00:00;;Barclays Center;ACC Mens Basketball Tournament: All Sessions Pass;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-092955454-0;2017-03-08 12:00:00;;Barclays Center;2017 ACC Basketball Tournament - Session 1;620 Atlantic Ave;Brooklyn;NY;11217;40.68316701574241;-73.9752088423279;
E0-001-092122462-5@2017030719;2017-03-07 19:30:00;;Boston Opera House;The Curious Incident Of The Dog In The Night Time Boston;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092360541-7;2017-03-07 00:00:00;2017-03-19 00:00:00;Boston Opera House;The Curious Incident of the Dog in the Night-time;539 Washington Street;Boston;MA;02108;42.3539525;-71.0622131;
E0-001-092959651-9;2017-03-05 19:00:00;;New Jersey Performing Arts Center;The Chieftains With Special Guests Natalie Macmaster & Donnell Leahy;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
E0-001-091943379-8;2017-03-05 15:00:00;;Troy Savings Bank Music Hall;Albany Symphony: Mozart & Bach;30 2nd Street;Troy;NY;12180;42.730598619109074;-73.69145612327884;
E0-001-091943378-9;2017-03-04 19:30:00;;Troy Savings Bank Music Hall;Albany Symphony: Mozart & Bach;30 2nd Street;Troy;NY;12180;42.730598619109074;-73.69145612327884;
E0-001-091625391-5;2017-03-04 00:00:00;;Prudential Center;The American Cup;25 Lafayette Street;Newark;NJ;07102;40.73344;-74.171128;
E0-001-092818512-1@2017030320;2017-03-03 20:00:00;;Shubert Theater;Riverdance;247 College Street;New Haven;CT;06510;41.3065907;-72.9291377;
E0-001-092628981-2;2017-03-03 20:00:00;;New Jersey Performing Arts Center;Arlo Guthrie/ Taj Mahal;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
E0-001-090374718-6;2017-03-03 00:00:00;2017-03-03 00:00:00;Connecticut Convention Center;Introduction of Tito D. Sapetin Book;100 Columbus Boulevard;Hartford;CT;06105;41.7637739;-72.6696529;
E0-001-077990401-0;2017-03-03 00:00:00;2017-03-05 00:00:00;Connecticut Convention Center;Connecticut Home & Remodeling Show;100 Columbus Boulevard;Hartford;CT;06105;41.7637739;-72.6696529;
E0-001-092544078-0@2017022819;2017-02-28 19:30:00;;Rochester Auditorium Theatre;The Sound Of Music;885 E Main St.;Rochester;NY;14605;43.1602460;-77.5884190;
E0-001-092740922-8;2017-02-26 12:00:00;;University of Rochester;Black History Month Family Day;240 Wallis Hall;Rochester;NY;14627;43.1285832;-77.6253852;
E0-001-091871300-4;2017-02-25 20:00:00;;Boston Symphony Hall;Andris Nelsons conducts Gubaidulina and Shostakovich;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092725639-8@2017022519;2017-02-25 19:30:00;;Merrill Auditorium;PSO POPS! – Sgt. Pepper’s Lonely Hearts Club Band at 50;20 Myrtle St.;Portland;ME;04102;43.6595309;-70.2570697;
E0-001-091655062-3;2017-02-25 16:00:00;;Vassar College;Basketball (M) vs. Liberty League Championships;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-091655054-4;2017-02-25 14:00:00;;Vassar College;Basketball (W) vs. Liberty League Championships;124 Raymond Ave;Poughkeepsie;NY;12604-0002;41.6860392;-73.8949169;
E0-001-093074353-9;2017-02-25 13:00:00;;Portsmouth Music Hall;Rusalka (Dvořák);28 Chestnut Street;Portsmouth;NH;03801;43.0757507;-70.7595661;
E0-001-093074345-0;2017-02-25 11:30:00;;Portsmouth Music Hall;Opera Connection: Rusalka (Dvořák);28 Chestnut Street;Portsmouth;NH;03801;43.0757507;-70.7595661;
E0-001-090374752-0;2017-02-25 00:00:00;2017-02-25 00:00:00;Dunkin' Donuts Center Providence;Introduction of Tito D. Sapetin Book;One LaSalle Square;Providence;RI;02903;41.8234647;-71.4184633;
E0-001-091871304-0;2017-02-24 13:30:00;;Boston Symphony Hall;Andris Nelsons conducts Gubaidulina and Shostakovich;301 Massachusetts Avenue;Boston;MA;;42.3429170;-71.0856849;
E0-001-092758277-0@2017022320;2017-02-23 20:00:00;;Blue Note;KERMIT RUFFINS & THE BBQ SWINGERS - MARDI GRAS CELEBRATION;131 W Third Street;New York;NY;10012;40.7309012;-74.0006340;
E0-001-092038930-5;2017-02-23 20:00:00;;New Jersey Performing Arts Center;Gen. Martin Dempsey - New Jersey Speakers Series;36 Park Place;Newark;NJ;;40.7394910;-74.1681035;
