District,Type,Latitude,Longitude,Subtype,Date,Time,Misdemeanor/Felony,Week
Queens South,Misd. Sex Crime,40.7295704,-73.8310620,Sex Abuse 3 2,03/03/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Sex Crime,40.6916708,-73.7791383,Sex Abuse 3 2,03/03/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Sex Crime,40.7046998,-73.7967800,Sex Abuse 3 2,03/05/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Sex Crime,40.7241195,-73.8023414,Sexual Misconduc..,03/02/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Sex Crime,40.6916500,-73.7623800,Sex Abuse 3 2,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Sex Crime,40.6935699,-73.8105203,Sex Abuse 3 2,03/04/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Sex Crime,40.7098208,-73.8010762,Sexual Misconduc..,03/03/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Sex Crime,40.7098208,-73.8010762,Sexual Misconduc..,03/03/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Sex Crime,40.7267169,-73.8243500,Sex Abuse 3 2,03/02/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6875414,-73.8207901,Pocketbook,03/06/16,23:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6891456,-73.7391816,Personal Electro..,03/05/16,18:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6902434,-73.8249579,Pocketbook,03/05/16,14:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6937597,-73.8288398,Open Area Unclas..,03/03/16,04:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7080869,-73.7823597,Open Area Unclas..,03/01/16,10:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7328787,-73.7388339,Open Area Unclas..,03/02/16,19:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7517589,-73.7031477,Bar/Grill,03/04/16,20:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6877600,-73.7903962,Open Area Unclas..,03/04/16,03:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7012196,-73.8133562,Loan Company,03/02/16,02:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7025500,-73.8142801,Neckchain,03/05/16,05:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7117995,-73.7878827,Open Area Unclas..,03/02/16,22:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6540347,-73.7459876,Personal Electro..,03/02/16,02:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6877502,-73.8672698,Dwelling,02/29/16,08:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7018398,-73.8297397,Open Area Unclas..,03/06/16,08:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7038720,-73.8194175,Personal Electro..,03/05/16,14:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7296899,-73.8151398,Payroll,03/02/16,14:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6777000,-73.7627998,Pocketbook,03/05/16,22:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7084699,-73.7414694,Pocketbook,03/01/16,23:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7182000,-73.8151103,Payroll,02/29/16,16:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6685100,-73.7662498,Open Area Unclas..,03/04/16,19:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6802601,-73.8448197,Commercial Uncla..,03/06/16,02:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6932997,-73.8080198,On Bus Or Bus Dr..,03/01/16,21:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.6996398,-73.8031100,Loan Company,03/06/16,23:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Robbery,40.7150303,-73.8027600,Personal Electro..,03/05/16,01:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5724199,-73.8567797,Assault 3,03/06/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6001902,-73.7488101,Assault 3,02/29/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6532798,-73.7433203,Assault 3,02/29/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6806233,-73.8587822,Assault 3,03/04/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6861201,-73.7852901,Assault 3,02/29/16,09:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6935900,-73.7512100,Assault 3,03/04/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6936001,-73.8614099,Assault 3,02/29/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6968543,-73.7991742,Assault 3,02/29/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6977334,-73.7576234,Assault 3,03/06/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7014402,-73.7650797,Assault 3,03/05/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7014402,-73.7650797,Assault 3,03/05/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7155801,-73.7761498,Assault 3,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7199099,-73.7910797,Assault 3,03/03/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7230546,-73.8034787,Assault 3,03/06/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5924802,-73.7841502,Assault 3,03/03/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5965202,-73.7490602,Assault 3,02/29/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6619880,-73.8561877,Assault 3,03/04/16,08:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6730302,-73.7676197,Assault 3,03/04/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6815270,-73.7722332,Assault 3,03/01/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6835038,-73.8406262,Assault 3,03/03/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6835038,-73.8406262,Assault 3,03/03/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6875414,-73.8207901,Assault 3,03/01/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6910500,-73.8383898,Assault 3,03/01/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7026197,-73.7815397,Assault 3,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7210709,-73.7594113,Assault 3,03/06/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7303090,-73.8109050,Assault 3,03/02/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5901802,-73.7978603,Assault 3,03/03/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5989503,-73.7618000,Assault 3,02/29/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6081101,-73.7541302,Assault 3,03/06/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6081101,-73.7541302,Assault 3,03/06/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6081101,-73.7541302,Assault 3,03/06/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6721498,-73.7737003,Assault 3,03/01/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6754603,-73.7386499,Assault 3,03/06/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6808122,-73.7525473,Assault 3,03/05/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6808122,-73.7525473,Assault 3,02/29/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6824998,-73.8143002,Assault 3,03/06/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6941186,-73.7921273,Assault 3,03/02/16,08:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6961372,-73.7461820,Assault 3,03/03/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6997799,-73.8318003,Assault 3,02/29/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7009028,-73.7483040,Assault 3,03/01/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7009028,-73.7483040,Assault 3,03/01/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7014238,-73.8162864,Assault 3,03/05/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7014238,-73.8162864,Assault 3,03/05/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7024799,-73.7999197,Assault 3,03/02/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7091259,-73.7977657,Assault 3,03/02/16,09:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5998703,-73.7522902,Assault 3,03/06/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6078722,-73.7486918,Assault 3,03/06/16,08:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6078722,-73.7486918,Assault 3,03/06/16,08:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6691399,-73.8529830,Assault 3,03/01/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6824832,-73.8636968,Assault 3,02/29/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6870520,-73.7921052,Assault 3,02/29/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6877703,-73.7903997,Assault 3,03/03/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6889498,-73.8531902,Assault 3,03/02/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6940702,-73.8510398,Assault 3,02/29/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6951202,-73.7589703,Assault 3,02/29/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6966439,-73.8074017,Assault 3,03/02/16,08:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7050787,-73.8118881,Assault 3,02/29/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7226133,-73.8147760,Assault 3,03/06/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5960264,-73.7430179,Assault 3,03/04/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5960264,-73.7430179,Assault 3,03/04/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6042220,-73.7528614,Assault 3,03/03/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6654403,-73.7459703,Assault 3,03/04/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6677361,-73.7569788,Assault 3,03/06/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6733258,-73.8463792,Assault 3,03/01/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6839816,-73.8389368,Assault 3,02/29/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6909803,-73.7538097,Assault 3,02/29/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6909803,-73.7538097,Assault 3,02/29/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7045402,-73.8022799,Assault 3,03/02/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7320301,-73.8148400,Assault 3,03/02/16,07:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.5998831,-73.7615957,Assault 3,03/03/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6565502,-73.7366371,Assault 3,03/06/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6708503,-73.7718999,Assault 3,03/02/16,12:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6799368,-73.7763548,Assault 3,03/01/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6868302,-73.7999497,Assault 3,03/06/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6961402,-73.8337898,Assault 3,03/01/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6995441,-73.8324458,Assault 3,03/06/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6995441,-73.8324458,Assault 3,03/06/16,04:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.6999926,-73.8309131,Assault 3,03/05/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Misd. Assault,40.7011700,-73.7502202,Assault 3,03/03/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.6607699,-73.7574099,Of Motorcycle,03/02/16,12:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.6855803,-73.7858400,Of Auto,03/06/16,19:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.6907503,-73.7963301,Of Auto,03/02/16,10:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.7111203,-73.7789098,Of Auto,03/05/16,19:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.7331298,-73.7830203,Of Auto,03/05/16,15:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.7369198,-73.8085697,Of Auto,03/02/16,17:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.7380302,-73.7948897,Of Auto,02/29/16,22:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.7176401,-73.7666602,Of Auto,03/01/16,11:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.6879085,-73.8398816,Of Auto,03/06/16,13:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.6971510,-73.7340072,Of Auto,03/01/16,08:00,Felony,Week of 02/29/16 - 03/06/16
Queens South,Grand Larceny Auto,40.7134800,-73.8167498,Of Auto,02/29/16,13:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7653608,-73.9658991,From Building Un..,03/06/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7713399,-73.9820402,From Store Shopl..,03/06/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7713399,-73.9820402,From Store Shopl..,03/01/16,04:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7713399,-73.9820402,From Store Shopl..,03/01/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7747418,-73.9823198,From Store Shopl..,03/04/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7747418,-73.9823198,From Store Shopl..,03/03/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7781400,-73.9544798,From Store Shopl..,03/03/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7781400,-73.9544798,From Store Shopl..,02/29/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7781782,-73.9565492,From Store Shopl..,03/05/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7788257,-73.9539844,From Building Un..,03/06/16,09:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7818317,-73.9792884,From Store Shopl..,03/01/16,04:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7820600,-73.9537201,From Store Shopl..,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7838303,-73.9778198,From Building Un..,03/04/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7865400,-73.9504297,From Building Un..,03/04/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7865400,-73.9504297,From Store Shopl..,03/01/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7876910,-73.9750195,From Store Shopl..,03/04/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7946999,-73.9363602,From Building Un..,03/03/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7947301,-73.9698697,By Acquiring Los,03/06/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7954798,-73.9619002,From Auto,03/06/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8006598,-73.9464600,From Store Shopl..,03/04/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8006598,-73.9464600,From Building Un..,03/01/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8026701,-73.9491302,From Store Shopl..,03/06/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8026701,-73.9491302,From Store Shopl..,03/01/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8026701,-73.9491302,From Store Shopl..,03/01/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8037403,-73.9558598,From Building Un..,03/05/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8042104,-73.9667976,From Store Shopl..,03/06/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8042104,-73.9667976,From Store Shopl..,03/03/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8042104,-73.9667976,From Store Shopl..,02/29/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8051002,-73.9548701,From Building Un..,03/04/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8051002,-73.9548701,From Store Shopl..,03/03/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8055131,-73.9620093,By False Promise,03/03/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8057701,-73.9447803,Of License Plate,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8115441,-73.9465630,From Building Un..,03/03/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8184402,-73.9413001,From Building Un..,02/29/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8199000,-73.9467202,From Building Un..,03/03/16,06:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8467998,-73.9318500,Of Vehicle Acces..,03/05/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8555599,-73.9291698,From Building Un..,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8571096,-73.9355998,From Open Areas,03/01/16,06:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7723231,-73.9587204,From Store Shopl..,03/04/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7738297,-73.9821200,From Store Shopl..,03/04/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7763440,-73.9822347,From Store Shopl..,03/01/16,04:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7773098,-73.9825800,From Store Shopl..,03/03/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7794999,-73.9555802,From Store Shopl..,03/06/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7794999,-73.9555802,From Store Shopl..,03/05/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7794999,-73.9555802,From Store Shopl..,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7794999,-73.9555802,From Store Shopl..,03/03/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7794999,-73.9555802,From Store Shopl..,03/01/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7801697,-73.9550900,From Store Shopl..,03/03/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7801697,-73.9550900,From Store Shopl..,03/02/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7801697,-73.9550900,From Building Un..,03/01/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7825200,-73.9809197,From Store Shopl..,03/03/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7942766,-73.9490037,By Check Use,03/03/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7959948,-73.9353916,From Building Un..,03/03/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8013987,-73.9679814,From Building Un..,03/04/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8043599,-73.9573203,From Building Un..,03/02/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8044203,-73.9553697,From Open Areas,03/06/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8050728,-73.9411601,From Open Areas,03/01/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8090089,-73.9484125,From Building Un..,03/04/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8093401,-73.9592200,From Building Un..,03/02/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8135599,-73.9552101,From Store Shopl..,02/29/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8152799,-73.9436202,From Open Areas,03/01/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8213497,-73.9540400,From Building Un..,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8228403,-73.9419197,From Store Shopl..,03/02/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8233117,-73.9528480,From Building Un..,03/03/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8328698,-73.9420297,From Building Un..,03/06/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8344898,-73.9400603,From Building Un..,03/01/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8410494,-73.9446639,Of Vehicle Acces..,03/06/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8410494,-73.9446639,From Auto,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8429200,-73.9365902,Check From Mailb..,03/04/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8505078,-73.9328626,From Building Un..,03/05/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8505100,-73.9328599,From Building Un..,03/05/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.8673898,-73.9263998,Of Vehicle Acces..,03/05/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7726285,-73.9822965,From Building Un..,03/01/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7781802,-73.9565498,From Store Shopl..,03/05/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7781802,-73.9565498,From Store Shopl..,03/03/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7795026,-73.9534906,From Store Shopl..,03/03/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7795026,-73.9534906,From Store Shopl..,03/02/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan North,Petit Larceny,40.7802455,-73.9814189,From Building Un..,03/05/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
