District,Type,Latitude,Longitude,Subtype,Date,Time,Misdemeanor/Felony,Week
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,03/04/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,03/03/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,03/03/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,03/02/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,03/01/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,03/01/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,03/01/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,02/29/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7509816,-73.9906117,From Store Shopl..,02/29/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7516497,-73.9901430,From Store Shopl..,02/29/16,09:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7517434,-73.9707971,From Building Un..,03/04/16,12:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7560282,-73.9869627,From Building Un..,03/05/16,04:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7560282,-73.9869627,From Building Un..,03/01/16,08:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7560282,-73.9869627,From Store Shopl..,02/29/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7560282,-73.9869627,From Store Shopl..,02/29/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7565691,-73.9861410,From Store Shopl..,03/04/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7565691,-73.9861410,By False Promise,03/02/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7571101,-73.9972899,From Truck,03/01/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7571242,-73.9719037,From Store Shopl..,03/04/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7571242,-73.9719037,From Building Un..,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7571403,-73.9935797,From Building Un..,03/05/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7577002,-73.9694003,From Building Un..,03/01/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7604099,-73.9758302,From Store Shopl..,03/06/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7604099,-73.9758302,From Building Un..,03/03/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7609850,-73.9732943,From Store Shopl..,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7636304,-73.9734730,By False Promise,03/02/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7648000,-73.9842799,From Store Shopl..,03/01/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7120710,-73.9969337,From Building Un..,03/04/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7131835,-73.9923858,From Building Un..,03/01/16,06:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7159503,-73.9866999,From Store Shopl..,03/03/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7159503,-73.9866999,From Store Shopl..,03/01/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7162008,-73.9960138,From Building Un..,03/02/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7204899,-73.9853199,From Building Un..,03/04/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7204899,-73.9853199,From Open Areas,03/03/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7214200,-73.9990401,From Store Shopl..,03/01/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7240982,-73.9925978,From Store Shopl..,03/05/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7264397,-74.0056597,From Store Shopl..,03/01/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7281899,-73.9848800,From Store Shopl..,03/01/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7287900,-74.0004502,From Auto,03/03/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7344401,-74.0061801,From Store Shopl..,03/05/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7379083,-73.9922072,From Store Shopl..,03/05/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7379083,-73.9922072,From Store Shopl..,03/01/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7381503,-74.0097099,From Building Un..,03/04/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7398573,-73.9950161,From Store Shopl..,03/05/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7398573,-73.9950161,From Store Shopl..,03/05/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7400313,-74.0052890,From Building Un..,03/06/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7404502,-74.0020200,By Credit Card U..,03/01/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7438003,-73.9890099,From Store Shopl..,03/06/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7470103,-73.9771901,From Store Shopl..,03/02/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7472101,-73.9970901,From Open Areas,03/01/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7488201,-74.0009598,From Open Areas,03/05/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7491198,-73.9882502,From Store Shopl..,03/06/16,12:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7491198,-73.9882502,From Store Shopl..,03/05/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7491198,-73.9882502,From Store Shopl..,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7491198,-73.9882502,From Store Shopl..,02/29/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7491198,-73.9882502,From Store Shopl..,02/29/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7507700,-73.9744502,From Store Shopl..,03/05/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7514341,-73.9760477,From Store Shopl..,03/05/16,12:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7529400,-73.9854902,From Building Un..,03/02/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7547498,-73.9878801,From Building Un..,03/04/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7552299,-73.9966703,From Building Un..,03/06/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7559055,-73.9944525,From Building Un..,03/04/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7567683,-73.9827102,From Store Shopl..,02/29/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7589851,-73.9624301,From Building Un..,03/06/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7591651,-73.9767466,From Building Un..,03/03/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7595807,-73.9680217,From Store Shopl..,03/06/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7595807,-73.9680217,From Store Shopl..,03/02/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7602503,-73.9675301,From Store Shopl..,03/05/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7602503,-73.9675301,From Store Shopl..,03/03/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7602503,-73.9675301,From Store Shopl..,03/02/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7622901,-73.9744603,From Store Shopl..,03/03/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7622901,-73.9744603,From Store Shopl..,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7623854,-73.9786101,From Building Un..,03/06/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7623854,-73.9786101,From Store Shopl..,03/06/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7629600,-73.9718699,From Store Shopl..,03/06/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7095599,-74.0064403,From Store Shopl..,03/01/16,12:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7102197,-74.0077398,From Store Shopl..,03/02/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7103672,-74.0112293,From Store Shopl..,03/05/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7147546,-74.0162193,From Building Un..,03/03/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7171298,-74.0127502,From Building Un..,03/04/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7178959,-73.9894722,From Open Areas,03/04/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7187901,-74.0103999,From Store Shopl..,03/05/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7224003,-73.9871699,From Building Un..,03/06/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7237932,-74.0003607,From Store Shopl..,03/04/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7278102,-73.9947459,From Building Un..,03/01/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7298040,-74.0104761,From Pier,03/02/16,09:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7313968,-73.9822883,From Auto,03/01/16,06:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7323123,-74.0005157,From Open Areas,02/29/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7339624,-73.9887777,Of Bicycle,03/01/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7344300,-73.9803303,From Building Un..,03/06/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7347998,-73.9906858,By False Promise,03/04/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7347998,-73.9906858,From Store Shopl..,03/04/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7347998,-73.9906858,From Store Shopl..,03/02/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7347998,-73.9906858,From Store Shopl..,03/01/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7347998,-73.9906858,From Store Shopl..,03/01/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7359938,-73.9936115,From Store Shopl..,03/04/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7359938,-73.9936115,From Store Shopl..,03/02/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7359938,-73.9936115,From Store Shopl..,03/02/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7368903,-73.9785399,Of Bicycle,03/03/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7368903,-73.9785399,By Credit Card U..,03/01/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7370974,-73.9903249,From Building Un..,03/05/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7385537,-73.9996788,By Acquiring Los,03/01/16,12:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7401544,-73.9863107,From Store Shopl..,03/06/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7406361,-73.9758018,From Building Un..,03/02/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7422836,-74.0044321,From Building Un..,03/05/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7428998,-73.9928100,From Store Shopl..,02/29/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7430902,-73.9740197,From Building Un..,02/29/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7440509,-73.9877432,From Building Un..,03/02/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7446319,-73.9989626,From Building Un..,03/04/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7452903,-73.9887303,From Building Un..,03/05/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7452903,-73.9887303,From Building Un..,03/01/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7501002,-73.9749397,From Building Un..,03/06/16,16:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7508700,-73.9981603,From Building Un..,03/03/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7514198,-73.9876400,From Store Shopl..,03/05/16,12:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7523103,-73.9859502,From Open Areas,03/01/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7535473,-73.9850441,From Open Areas,03/04/16,08:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7547903,-73.9799325,From Store Shopl..,02/29/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7550444,-73.9866216,From Building Un..,03/05/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7559501,-73.9907198,From Store Shopl..,03/02/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7591522,-73.9767444,By Acquiring Los,03/04/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7636347,-73.9734919,From Store Shopl..,03/04/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7647359,-73.9880254,Of Bicycle,03/04/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7691113,-73.9885602,From Building Un..,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7035799,-74.0131203,From Store Shopl..,03/04/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7068066,-74.0124603,From Building Un..,03/05/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7079097,-74.0060198,From Open Areas,03/01/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7081102,-74.0034201,By Credit Card U..,03/05/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7107050,-73.9847000,From Building Un..,03/05/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7109500,-74.0005401,From Building Un..,03/05/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7109500,-74.0005401,From Store Shopl..,03/04/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7175603,-73.9993103,From Building Un..,02/29/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7186197,-73.9881697,From Store Shopl..,03/01/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7242439,-73.9977829,From Building Un..,03/05/16,06:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7244067,-73.9958830,From Building Un..,03/03/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7277654,-73.9912287,From Building Un..,03/05/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7285902,-73.9876702,From Store Shopl..,03/01/16,06:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7286499,-73.9757922,From Building Un..,03/06/16,23:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7299903,-74.0004998,From Building Un..,02/29/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7326001,-73.9876903,From Building Un..,03/01/16,05:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7365287,-73.9890175,From Building Un..,03/01/16,00:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7370949,-73.9903146,From Store Shopl..,03/02/16,02:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7387497,-74.0038600,From Auto,02/29/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7407299,-74.0089602,From Building Un..,02/29/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7407902,-73.9838098,From Open Areas,03/04/16,09:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7447653,-73.9951578,From Building Un..,03/03/16,01:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7459608,-73.9979967,From Store Shopl..,03/06/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7459608,-73.9979967,From Store Shopl..,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7459608,-73.9979967,From Store Shopl..,03/01/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7459908,-73.9942699,From Building Un..,03/03/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7504502,-73.9873101,From Store Shopl..,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7508292,-74.0018860,From Building Un..,03/01/16,03:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7548469,-73.9841169,From Open Areas,03/01/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7560355,-73.9790317,From Building Un..,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7565703,-73.9861400,From Store Shopl..,03/05/16,14:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7565703,-73.9861400,From Store Shopl..,03/05/16,13:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7565703,-73.9861400,From Store Shopl..,03/04/16,18:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7565703,-73.9861400,From Store Shopl..,03/04/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7565703,-73.9861400,From Store Shopl..,03/02/16,17:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7565703,-73.9861400,From Store Shopl..,03/02/16,22:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7573897,-73.9822602,From Building Un..,03/03/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7577491,-73.9714481,From Open Areas,03/04/16,12:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7586328,-73.9657779,By Credit Card U..,03/01/16,21:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7586420,-73.9813382,From Store Shopl..,03/06/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7610402,-73.9870197,From Building Un..,03/05/16,15:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7619797,-74.0010799,By Credit Card U..,03/01/16,20:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7622257,-73.9681852,From Auto,03/01/16,19:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7629701,-73.9739601,From Store Shopl..,03/04/16,11:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Petit Larceny,40.7653729,-73.9875860,From Auto,03/04/16,10:00,Misdemeanor,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7144603,-73.9816500,Unclassified,03/03/16,14:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7359998,-73.9936200,Unclassified,03/01/16,22:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7359998,-73.9936200,Unclassified,03/01/16,22:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7165397,-73.9999299,Peace Officer,02/29/16,12:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7209801,-73.9869500,Unclassified,03/06/16,06:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7209801,-73.9869500,Unclassified,03/06/16,05:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7209801,-73.9869500,Unclassified,03/06/16,05:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7209801,-73.9869500,Unclassified,03/06/16,05:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7313200,-73.9886103,Unclassified,03/04/16,05:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7521983,-73.9818329,Unclassified,03/03/16,23:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7591636,-73.9883888,Peace Officer,03/04/16,20:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7203900,-73.9749599,Unclassified,03/06/16,18:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7248800,-73.9923097,Unclassified,03/05/16,05:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7261903,-73.9894297,Peace Officer,03/04/16,03:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7375501,-73.9840800,Unclassified,03/01/16,21:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7564899,-73.9977600,Unclassified,03/04/16,19:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7014697,-74.0125403,Unclassified,03/01/16,15:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7303202,-74.0046901,Unclassified,03/02/16,22:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7485398,-73.9731400,Unclassified,03/06/16,14:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7684498,-73.9818598,Peace Officer,03/02/16,12:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7503201,-73.9911202,Unclassified,03/02/16,11:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7546197,-73.9737301,Unclassified,03/06/16,08:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Felony Assault,40.7610345,-73.9870196,Strangulation 1s..,03/06/16,07:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Rape,40.7444997,-73.9811102,Rape 1,03/05/16,04:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Rape,40.7614198,-73.9840599,Rape 1,03/04/16,15:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Burglary,40.7370949,-73.9903146,Commerical Day,03/04/16,12:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Burglary,40.7597300,-73.9916801,Residence Unknow..,03/03/16,22:00,Felony,Week of 02/29/16 - 03/06/16
Manhattan South,Burglary,40.7212403,-73.9877701,Commerical Day,02/29/16,13:00,Felony,Week of 02/29/16 - 03/06/16
